Crime ID,Date & Time,Latitude,Longitude,Crime Type,Severity,Police Station Jurisdiction,Weather,Population Density,Proximity to Landmark (meters),Time of Day,Day of the Week,Holiday/Non-Holiday,Recurring Crime Location,Victim Age Group,Suspect Age Group,Weapon Involved,Arrest Made,Criminal Record Found,Number of Victims,Emergency Response Time (minutes),Crime Recorded by CCTV,Witnesses Present,Area Type,Economic Status of Area,Traffic Density,Nearby Facilities,Reporting Time (minutes)
504,1/9/2025 0:48,24.5739,75.5225,Theft,Low,Wigginsborough,Cloudy,12469,224,Evening,Wednesday,Holiday,FALSE,18-25,26-40,FALSE,TRUE,TRUE,5,19,TRUE,8,Urban,Low-income,Low,Train Station,37
505,1/5/2025 8:27,23.085,78.5815,Vandalism,Low,Port Emily,Cloudy,18974,1893,Evening,Tuesday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,FALSE,3,24,TRUE,2,Suburban,Low-income,Medium,Mall,59
506,1/10/2025 5:03,25.5035,72.8499,Assault,Medium,Lake Dawnside,Cloudy,21652,1704,Evening,Tuesday,Non-Holiday,TRUE,26-40,60+,TRUE,TRUE,TRUE,5,21,FALSE,8,Rural,Low-income,High,School,39
507,1/3/2025 9:47,24.1956,76.1956,Vandalism,Medium,North Angelaport,Rainy,11390,1812,Evening,Tuesday,Non-Holiday,TRUE,41-60,26-40,FALSE,FALSE,TRUE,2,19,FALSE,5,Urban,Middle-income,High,Hospital,5
508,1/11/2025 2:48,29.061,77.2266,Burglary,Low,Smithhaven,Rainy,18724,570,Afternoon,Friday,Holiday,FALSE,26-40,41-60,FALSE,FALSE,FALSE,1,7,FALSE,6,Rural,Low-income,High,Park,41
509,1/18/2025 1:24,28.6959,73.5848,Assault,Medium,Lake Christinafurt,Clear,10464,347,Night,Wednesday,Non-Holiday,TRUE,26-40,18-25,FALSE,TRUE,TRUE,1,9,FALSE,6,Suburban,Low-income,Medium,Hospital,16
510,1/2/2025 22:18,26.8318,72.9522,Theft,High,Ramirezfort,Cloudy,8531,1579,Morning,Monday,Non-Holiday,FALSE,60+,60+,FALSE,FALSE,FALSE,2,28,TRUE,9,Rural,Low-income,Low,School,38
511,1/10/2025 10:21,25.5235,77.3913,Vandalism,Medium,Sarabury,Rainy,19371,461,Evening,Sunday,Holiday,TRUE,41-60,60+,FALSE,TRUE,FALSE,3,15,FALSE,5,Urban,Low-income,Low,Mall,28
512,1/14/2025 0:08,24.7105,76.6011,Burglary,Medium,West Devon,Clear,16381,683,Afternoon,Monday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,FALSE,3,24,TRUE,3,Rural,Middle-income,Low,School,14
513,1/1/2025 7:59,25.0738,76.0696,Assault,Low,East Charles,Cloudy,6302,1924,Afternoon,Monday,Non-Holiday,TRUE,41-60,26-40,FALSE,FALSE,FALSE,5,9,FALSE,4,Urban,High-income,High,School,29
514,1/5/2025 14:17,28.7777,75.946,Robbery,Low,Reyesmouth,Rainy,8816,824,Morning,Saturday,Holiday,TRUE,41-60,26-40,FALSE,FALSE,FALSE,5,26,TRUE,5,Urban,Middle-income,Low,Hospital,21
515,1/15/2025 16:29,21.0944,76.4654,Fraud,Low,Hollyton,Cloudy,5261,603,Afternoon,Friday,Non-Holiday,TRUE,26-40,41-60,FALSE,TRUE,FALSE,2,28,FALSE,4,Urban,Low-income,High,School,34
516,1/11/2025 11:34,28.4287,77.9956,Robbery,Medium,Mariahaven,Clear,21078,1242,Afternoon,Saturday,Holiday,TRUE,60+,41-60,FALSE,TRUE,FALSE,4,21,TRUE,4,Urban,Middle-income,High,Park,32
517,1/1/2025 20:38,27.7642,75.1377,Theft,High,West Sabrinaburgh,Rainy,14680,297,Afternoon,Monday,Non-Holiday,FALSE,60+,41-60,TRUE,FALSE,TRUE,2,19,FALSE,10,Urban,Middle-income,High,Park,46
518,1/17/2025 4:42,20.4086,79.0574,Vandalism,High,Schaeferland,Rainy,12695,159,Evening,Wednesday,Holiday,FALSE,18-25,41-60,FALSE,FALSE,FALSE,4,30,FALSE,6,Suburban,Middle-income,Low,Train Station,32
519,1/20/2025 0:56,27.0101,74.7187,Robbery,Medium,Adamsview,Rainy,18428,553,Afternoon,Friday,Holiday,TRUE,41-60,26-40,TRUE,TRUE,FALSE,1,29,FALSE,5,Rural,Low-income,High,School,34
520,1/1/2025 8:59,21.3151,76.2838,Assault,High,Port Jeanville,Rainy,12514,694,Afternoon,Wednesday,Non-Holiday,FALSE,26-40,26-40,TRUE,TRUE,TRUE,5,8,FALSE,7,Urban,Low-income,Medium,Train Station,2
521,1/12/2025 12:32,21.5301,78.1793,Assault,Low,South Melissa,Rainy,9051,1765,Night,Saturday,Non-Holiday,TRUE,41-60,18-25,TRUE,TRUE,FALSE,1,5,TRUE,1,Rural,High-income,Medium,Mall,54
522,1/11/2025 20:35,25.6626,74.4975,Theft,Medium,Smithstad,Cloudy,5767,718,Evening,Thursday,Holiday,TRUE,41-60,60+,FALSE,FALSE,FALSE,1,12,FALSE,8,Suburban,Middle-income,Medium,Hospital,33
523,1/12/2025 14:54,21.6908,72.1377,Vandalism,High,Dixonview,Rainy,17213,1662,Morning,Thursday,Holiday,TRUE,60+,26-40,FALSE,FALSE,FALSE,5,8,FALSE,5,Urban,High-income,Low,School,36
524,1/14/2025 7:39,20.8618,78.9186,Vandalism,High,Shannonside,Clear,7748,389,Night,Friday,Non-Holiday,TRUE,18-25,60+,FALSE,FALSE,FALSE,3,9,TRUE,5,Rural,High-income,High,Park,56
525,1/18/2025 19:26,19.0613,77.5232,Burglary,Medium,Smithville,Cloudy,21377,741,Afternoon,Wednesday,Non-Holiday,FALSE,18-25,18-25,FALSE,TRUE,FALSE,2,29,TRUE,2,Rural,High-income,Low,Mall,13
526,1/11/2025 13:40,23.8136,79.7753,Robbery,Medium,Lake Susan,Rainy,10594,1382,Night,Tuesday,Non-Holiday,FALSE,18-25,41-60,TRUE,FALSE,FALSE,3,21,FALSE,9,Suburban,High-income,High,Mall,10
527,1/6/2025 18:05,22.1922,77.4802,Burglary,High,Mccoytown,Rainy,22019,1338,Evening,Thursday,Non-Holiday,TRUE,41-60,26-40,TRUE,FALSE,TRUE,3,18,TRUE,2,Suburban,Low-income,Low,Train Station,45
528,1/5/2025 2:01,21.0644,77.5524,Burglary,Medium,Parkertown,Rainy,8103,225,Night,Friday,Holiday,TRUE,41-60,26-40,FALSE,TRUE,TRUE,3,14,FALSE,9,Rural,Middle-income,Medium,Hospital,50
529,1/2/2025 4:56,23.436,74.038,Burglary,High,South Melissa,Cloudy,11638,258,Afternoon,Monday,Holiday,FALSE,26-40,41-60,TRUE,TRUE,FALSE,3,23,FALSE,9,Rural,Middle-income,Low,Mall,1
530,1/1/2025 16:55,27.617,79.9127,Robbery,High,Nicolefort,Clear,9696,437,Night,Sunday,Holiday,FALSE,18-25,18-25,TRUE,FALSE,FALSE,4,15,FALSE,8,Urban,Low-income,High,Park,25
531,1/8/2025 14:41,27.5131,77.65,Theft,Medium,Christopherborough,Cloudy,15386,1186,Morning,Friday,Holiday,TRUE,41-60,26-40,FALSE,FALSE,FALSE,3,26,TRUE,8,Suburban,High-income,Medium,Mall,2
532,1/9/2025 4:10,28.5275,78.843,Fraud,Medium,Garciachester,Cloudy,18896,537,Afternoon,Thursday,Non-Holiday,TRUE,18-25,26-40,FALSE,FALSE,TRUE,1,23,FALSE,5,Urban,Middle-income,Medium,Hospital,59
533,1/17/2025 15:16,19.1429,74.1842,Fraud,Medium,Nicolestad,Cloudy,20687,915,Morning,Saturday,Non-Holiday,FALSE,18-25,18-25,FALSE,FALSE,FALSE,2,20,TRUE,0,Suburban,Low-income,High,Mall,46
534,1/14/2025 16:59,27.0982,78.9673,Assault,Low,Martinburgh,Rainy,8913,214,Night,Saturday,Holiday,FALSE,18-25,41-60,TRUE,TRUE,FALSE,3,27,TRUE,9,Rural,Middle-income,High,School,43
535,1/12/2025 21:44,23.4349,78.7017,Fraud,Low,East Carol,Clear,11322,1789,Afternoon,Saturday,Non-Holiday,TRUE,26-40,60+,TRUE,FALSE,TRUE,5,18,TRUE,10,Rural,Low-income,Medium,Train Station,36
536,1/11/2025 6:23,22.8575,74.7316,Burglary,High,East Brooke,Clear,23552,1048,Morning,Monday,Holiday,TRUE,18-25,26-40,FALSE,TRUE,TRUE,1,11,FALSE,7,Urban,High-income,Low,Train Station,54
537,1/12/2025 8:02,26.4898,79.5413,Assault,High,New Jessica,Cloudy,9349,735,Morning,Thursday,Non-Holiday,TRUE,41-60,26-40,FALSE,FALSE,TRUE,2,13,TRUE,2,Suburban,Middle-income,High,Park,17
538,1/3/2025 11:03,20.0165,74.8412,Theft,Medium,Vincentview,Cloudy,22139,1020,Afternoon,Monday,Non-Holiday,TRUE,26-40,60+,FALSE,FALSE,TRUE,3,27,FALSE,1,Rural,Low-income,Medium,Mall,30
539,1/15/2025 19:55,21.8693,79.3754,Burglary,High,Lindaview,Cloudy,11108,1073,Afternoon,Thursday,Non-Holiday,FALSE,60+,18-25,FALSE,TRUE,FALSE,1,10,FALSE,7,Suburban,Middle-income,High,School,12
540,1/15/2025 11:39,29.0446,74.4502,Vandalism,High,Bradleyland,Clear,5712,999,Night,Friday,Non-Holiday,FALSE,60+,26-40,FALSE,FALSE,FALSE,4,26,FALSE,4,Urban,Low-income,High,School,27
541,1/1/2025 16:17,23.6848,74.1549,Burglary,Medium,Caseyfurt,Cloudy,5935,435,Afternoon,Wednesday,Holiday,TRUE,26-40,41-60,TRUE,TRUE,FALSE,2,30,FALSE,7,Suburban,Low-income,Medium,School,43
542,1/13/2025 18:41,20.6224,79.0636,Theft,Medium,Port Jasonstad,Clear,11048,583,Afternoon,Thursday,Holiday,TRUE,26-40,41-60,TRUE,FALSE,TRUE,3,8,FALSE,8,Rural,Middle-income,High,Mall,59
543,1/3/2025 1:37,24.1954,75.0103,Vandalism,High,Lake Suzanne,Clear,8139,893,Afternoon,Wednesday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,TRUE,3,20,TRUE,3,Rural,Low-income,Low,Train Station,24
544,1/17/2025 6:01,22.7384,78.5859,Burglary,High,West Destinyburgh,Rainy,7531,1422,Afternoon,Tuesday,Non-Holiday,TRUE,18-25,26-40,FALSE,FALSE,TRUE,3,17,TRUE,6,Urban,Middle-income,Medium,Park,44
545,1/12/2025 20:21,28.034,72.2786,Vandalism,Low,Port Brittany,Clear,18048,1497,Morning,Thursday,Holiday,FALSE,18-25,60+,TRUE,TRUE,FALSE,2,23,FALSE,10,Suburban,Low-income,Medium,Park,28
546,1/19/2025 1:23,27.485,74.4236,Theft,High,Brownmouth,Cloudy,8799,1336,Night,Friday,Non-Holiday,FALSE,41-60,41-60,TRUE,TRUE,FALSE,5,29,FALSE,10,Urban,Low-income,Low,Train Station,60
547,1/1/2025 1:16,26.7832,74.0627,Burglary,High,Rodgersstad,Cloudy,19909,990,Morning,Thursday,Non-Holiday,TRUE,18-25,60+,FALSE,FALSE,TRUE,5,26,FALSE,4,Suburban,Middle-income,High,Train Station,50
548,1/3/2025 3:32,28.0109,76.342,Assault,Medium,Biancafort,Rainy,18666,135,Night,Wednesday,Non-Holiday,TRUE,18-25,41-60,TRUE,FALSE,TRUE,2,7,TRUE,2,Rural,Low-income,High,Park,28
549,1/9/2025 15:36,28.8199,74.7631,Vandalism,High,Port Jamesmouth,Cloudy,12998,1981,Night,Monday,Holiday,FALSE,41-60,18-25,TRUE,TRUE,FALSE,5,28,TRUE,5,Rural,High-income,Medium,Park,26
550,1/6/2025 5:31,19.2462,79.6029,Theft,High,Kingborough,Cloudy,7597,1813,Night,Monday,Holiday,FALSE,41-60,26-40,TRUE,FALSE,FALSE,2,29,FALSE,4,Rural,High-income,Low,Train Station,33
551,1/13/2025 2:01,26.3858,76.837,Assault,High,Lake Gracefurt,Rainy,13935,110,Night,Tuesday,Holiday,FALSE,26-40,41-60,FALSE,FALSE,FALSE,1,12,TRUE,0,Rural,Middle-income,Low,School,40
552,1/15/2025 12:35,22.1661,77.6963,Vandalism,High,Lake Steven,Rainy,24504,773,Night,Thursday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,TRUE,4,28,FALSE,3,Rural,High-income,Low,Park,17
553,1/9/2025 19:42,23.4323,77.2856,Burglary,Low,North Emilychester,Cloudy,20942,1249,Evening,Monday,Holiday,FALSE,41-60,41-60,FALSE,FALSE,FALSE,1,9,TRUE,9,Suburban,High-income,Medium,Park,49
554,1/5/2025 18:45,19.2575,79.7869,Burglary,High,Lake Lauriefurt,Rainy,12691,868,Afternoon,Thursday,Holiday,TRUE,60+,26-40,TRUE,TRUE,FALSE,2,10,FALSE,8,Suburban,Middle-income,Low,Park,58
555,1/13/2025 18:32,25.5917,74.5552,Theft,High,West Alicia,Clear,15412,1128,Night,Tuesday,Non-Holiday,FALSE,60+,41-60,FALSE,TRUE,TRUE,4,14,TRUE,8,Suburban,Middle-income,High,Mall,44
556,1/11/2025 3:52,28.9801,75.0668,Fraud,Medium,New Shaunhaven,Rainy,18444,486,Morning,Friday,Holiday,TRUE,18-25,60+,TRUE,FALSE,TRUE,2,23,FALSE,10,Urban,Middle-income,Low,Hospital,57
557,1/12/2025 9:45,27.6887,75.1147,Burglary,Low,Roseburgh,Clear,20000,855,Afternoon,Tuesday,Non-Holiday,TRUE,41-60,26-40,FALSE,TRUE,TRUE,2,23,FALSE,7,Urban,High-income,High,Park,16
558,1/2/2025 13:43,27.7643,79.7824,Burglary,High,Trevorville,Clear,24792,1815,Evening,Sunday,Holiday,TRUE,60+,18-25,TRUE,TRUE,FALSE,5,20,FALSE,1,Suburban,Middle-income,High,Hospital,8
559,1/9/2025 9:01,26.8737,76.8558,Burglary,High,New Amanda,Clear,19369,1084,Morning,Wednesday,Non-Holiday,TRUE,41-60,60+,FALSE,FALSE,TRUE,1,9,FALSE,9,Urban,High-income,Low,Train Station,27
560,1/9/2025 11:12,26.2219,73.1356,Assault,Medium,Lisastad,Clear,13667,298,Evening,Saturday,Holiday,FALSE,60+,26-40,FALSE,FALSE,FALSE,4,15,FALSE,4,Rural,Middle-income,High,School,49
561,1/1/2025 16:32,20.5402,76.1742,Robbery,Low,New Bridgetmouth,Rainy,23466,842,Evening,Wednesday,Holiday,FALSE,60+,60+,FALSE,TRUE,TRUE,2,24,FALSE,6,Suburban,High-income,Low,School,55
562,1/15/2025 0:38,21.3283,74.4237,Burglary,Low,Woodwardbury,Rainy,16932,1576,Night,Thursday,Holiday,FALSE,26-40,41-60,FALSE,FALSE,FALSE,2,21,FALSE,2,Suburban,Middle-income,Low,School,22
563,1/1/2025 15:32,21.4731,73.6514,Assault,Medium,West Mitchell,Cloudy,8918,1431,Afternoon,Wednesday,Non-Holiday,FALSE,18-25,26-40,TRUE,FALSE,TRUE,4,25,TRUE,5,Rural,Low-income,Medium,Hospital,35
564,1/14/2025 0:16,28.3127,76.3018,Robbery,Low,West Dariusville,Rainy,23569,1170,Afternoon,Tuesday,Non-Holiday,TRUE,26-40,26-40,FALSE,TRUE,TRUE,5,13,FALSE,1,Rural,Low-income,High,School,58
565,1/18/2025 0:27,28.9345,76.1805,Robbery,Low,Sullivanton,Clear,12993,1299,Night,Thursday,Holiday,TRUE,41-60,18-25,TRUE,FALSE,TRUE,4,7,FALSE,3,Urban,High-income,High,Mall,39
566,1/12/2025 19:18,24.3595,76.5546,Burglary,Medium,West Taylor,Clear,19504,1692,Afternoon,Friday,Non-Holiday,TRUE,41-60,60+,FALSE,FALSE,TRUE,3,21,FALSE,8,Suburban,High-income,Medium,Train Station,56
567,1/17/2025 5:12,24.8541,74.7291,Fraud,High,Nelsonstad,Cloudy,15118,1381,Night,Monday,Holiday,FALSE,18-25,41-60,FALSE,FALSE,TRUE,2,7,FALSE,10,Suburban,Low-income,Medium,Train Station,41
568,1/9/2025 4:36,26.5565,78.5805,Assault,Low,West Chelseaton,Clear,11986,729,Evening,Wednesday,Non-Holiday,TRUE,41-60,26-40,TRUE,FALSE,TRUE,2,29,FALSE,2,Urban,High-income,High,Mall,21
569,1/4/2025 6:48,29.5238,79.8492,Fraud,High,West Kathleentown,Rainy,13827,568,Evening,Thursday,Non-Holiday,FALSE,26-40,41-60,FALSE,FALSE,FALSE,4,14,FALSE,9,Suburban,Middle-income,Low,Park,4
570,1/9/2025 13:10,29.6555,74.8289,Assault,Medium,West Shannonhaven,Rainy,5638,1776,Afternoon,Tuesday,Non-Holiday,FALSE,41-60,18-25,FALSE,FALSE,FALSE,3,22,TRUE,3,Rural,High-income,Medium,Train Station,7
571,1/6/2025 2:16,19.8187,73.2833,Fraud,Medium,East Anthony,Cloudy,24429,1062,Morning,Sunday,Non-Holiday,FALSE,26-40,41-60,FALSE,TRUE,TRUE,1,25,FALSE,4,Rural,Middle-income,Medium,Train Station,8
572,1/14/2025 1:42,24.1902,79.0468,Robbery,Medium,Lake Carly,Cloudy,18558,1788,Afternoon,Sunday,Holiday,FALSE,26-40,18-25,FALSE,TRUE,FALSE,5,22,FALSE,8,Rural,Middle-income,High,School,9
573,1/8/2025 5:06,27.4931,72.544,Fraud,High,Rodriguezfurt,Cloudy,15287,1847,Evening,Sunday,Non-Holiday,TRUE,26-40,41-60,FALSE,TRUE,FALSE,3,15,TRUE,10,Rural,Middle-income,Medium,Hospital,48
574,1/9/2025 19:07,29.2595,73.1222,Fraud,Medium,Salazarbury,Rainy,17986,1750,Night,Sunday,Holiday,TRUE,41-60,18-25,FALSE,TRUE,FALSE,5,20,FALSE,9,Suburban,High-income,Low,School,37
575,1/6/2025 6:05,20.0136,76.4663,Robbery,High,Roseville,Clear,21826,1833,Morning,Friday,Non-Holiday,TRUE,18-25,60+,FALSE,FALSE,FALSE,2,25,FALSE,1,Urban,High-income,High,Train Station,30
576,1/15/2025 19:54,24.8049,77.5407,Vandalism,Low,Phillipsfort,Rainy,23833,701,Morning,Friday,Non-Holiday,TRUE,18-25,26-40,FALSE,FALSE,TRUE,3,12,FALSE,8,Suburban,High-income,High,Mall,50
577,1/3/2025 16:00,28.0368,79.4029,Fraud,High,Jillview,Clear,11188,1683,Afternoon,Tuesday,Non-Holiday,TRUE,18-25,18-25,TRUE,TRUE,FALSE,1,15,FALSE,3,Rural,Low-income,Low,Train Station,11
578,1/14/2025 12:47,23.6671,74.1686,Assault,Medium,Lewisstad,Clear,9499,1897,Night,Monday,Non-Holiday,TRUE,60+,26-40,FALSE,TRUE,FALSE,4,17,TRUE,3,Suburban,High-income,Low,School,12
579,1/14/2025 3:46,24.5737,76.6264,Burglary,Low,Reneemouth,Clear,11869,346,Night,Saturday,Non-Holiday,FALSE,60+,26-40,TRUE,TRUE,FALSE,4,13,TRUE,7,Urban,Low-income,Medium,Park,26
580,1/19/2025 12:47,29.5773,72.8005,Theft,Medium,North Nancyshire,Clear,19226,1836,Evening,Tuesday,Holiday,FALSE,60+,18-25,FALSE,FALSE,TRUE,2,12,TRUE,9,Urban,Low-income,High,Mall,9
581,1/10/2025 10:18,26.6458,78.0983,Robbery,High,Michellestad,Clear,14603,861,Night,Sunday,Holiday,FALSE,26-40,26-40,TRUE,TRUE,FALSE,1,30,TRUE,0,Suburban,Low-income,Medium,Park,41
582,1/5/2025 10:14,23.105,78.7314,Burglary,Medium,North Krista,Clear,5846,779,Morning,Thursday,Holiday,TRUE,60+,18-25,FALSE,TRUE,TRUE,1,5,FALSE,3,Urban,Middle-income,Low,School,31
583,1/9/2025 8:07,24.1088,75.3206,Burglary,Medium,Reynoldsstad,Clear,24767,1757,Morning,Wednesday,Non-Holiday,FALSE,41-60,26-40,FALSE,FALSE,TRUE,4,20,TRUE,2,Urban,High-income,Low,Mall,15
584,1/4/2025 20:29,26.2513,77.9455,Fraud,Medium,Lake Brandonmouth,Rainy,8448,611,Afternoon,Wednesday,Holiday,FALSE,41-60,60+,FALSE,TRUE,FALSE,4,16,TRUE,9,Rural,Low-income,High,Park,41
585,1/19/2025 16:09,19.5282,73.5832,Assault,Low,East Jonathan,Clear,6117,1810,Afternoon,Tuesday,Non-Holiday,FALSE,18-25,60+,FALSE,FALSE,TRUE,5,17,FALSE,3,Suburban,High-income,Medium,Hospital,29
586,1/9/2025 23:12,20.296,74.2344,Burglary,Medium,West Christinastad,Rainy,11105,622,Evening,Sunday,Non-Holiday,FALSE,18-25,41-60,FALSE,TRUE,FALSE,4,25,TRUE,8,Urban,Low-income,Low,Park,54
587,1/17/2025 21:11,20.2225,76.4037,Theft,Low,Lake Jenniferhaven,Rainy,15060,1026,Night,Friday,Holiday,TRUE,60+,26-40,TRUE,TRUE,TRUE,2,28,FALSE,8,Rural,Low-income,High,Hospital,34
588,1/16/2025 8:44,19.5169,76.2653,Burglary,Low,East Trevormouth,Cloudy,22395,441,Evening,Tuesday,Holiday,TRUE,26-40,26-40,FALSE,TRUE,FALSE,1,17,FALSE,6,Rural,Middle-income,Medium,Park,21
589,1/4/2025 10:41,20.4973,79.5051,Robbery,Low,Lake Amymouth,Rainy,23211,1468,Evening,Tuesday,Holiday,TRUE,60+,26-40,TRUE,FALSE,TRUE,2,17,TRUE,10,Suburban,Middle-income,High,Mall,16
590,1/6/2025 3:50,28.1776,72.5643,Theft,Low,Willisburgh,Rainy,9045,1586,Afternoon,Tuesday,Non-Holiday,TRUE,41-60,41-60,TRUE,TRUE,FALSE,5,8,FALSE,3,Rural,Middle-income,Medium,School,35
591,1/13/2025 9:25,27.172,75.6349,Robbery,High,Port Brettport,Rainy,13916,183,Night,Sunday,Non-Holiday,TRUE,60+,60+,TRUE,FALSE,FALSE,2,21,TRUE,1,Rural,High-income,High,Train Station,16
592,1/19/2025 2:17,28.563,77.3193,Fraud,Medium,South Robertland,Rainy,6856,1406,Morning,Sunday,Non-Holiday,FALSE,41-60,41-60,FALSE,FALSE,FALSE,1,5,TRUE,7,Urban,High-income,Medium,Mall,38
593,1/17/2025 5:39,23.7714,74.126,Fraud,Medium,Brentfort,Cloudy,24878,1815,Night,Friday,Non-Holiday,TRUE,18-25,18-25,TRUE,TRUE,TRUE,3,23,FALSE,6,Rural,High-income,Low,Train Station,42
594,1/1/2025 4:09,27.6695,78.8179,Burglary,High,North Bryan,Clear,18064,1765,Night,Saturday,Holiday,TRUE,26-40,18-25,FALSE,TRUE,FALSE,4,30,TRUE,7,Suburban,Middle-income,High,Train Station,23
595,1/10/2025 14:25,29.7094,73.9896,Vandalism,Low,Keithfort,Rainy,20014,1531,Evening,Sunday,Holiday,TRUE,41-60,60+,FALSE,TRUE,FALSE,1,15,FALSE,9,Rural,High-income,Low,Train Station,54
596,1/16/2025 18:17,22.3642,79.3134,Robbery,High,New Andrea,Rainy,15253,1373,Night,Saturday,Holiday,FALSE,26-40,41-60,FALSE,FALSE,FALSE,4,16,TRUE,2,Suburban,Low-income,Low,Mall,38
597,1/9/2025 11:51,22.4158,76.049,Fraud,High,East Dawn,Rainy,23347,1202,Afternoon,Thursday,Holiday,TRUE,18-25,18-25,FALSE,FALSE,TRUE,3,22,FALSE,6,Urban,Middle-income,Low,Train Station,40
598,1/8/2025 4:42,25.2712,72.6577,Assault,Medium,Port Thomastown,Clear,13057,1222,Afternoon,Saturday,Non-Holiday,TRUE,60+,26-40,TRUE,TRUE,TRUE,4,25,TRUE,2,Urban,Middle-income,Low,School,55
599,1/8/2025 14:35,25.7344,78.7034,Vandalism,High,Harmonshire,Cloudy,23615,493,Night,Tuesday,Non-Holiday,FALSE,41-60,41-60,FALSE,FALSE,FALSE,3,12,FALSE,8,Suburban,Low-income,High,Mall,21
600,1/1/2025 20:57,28.4594,79.89,Assault,High,Morrisstad,Cloudy,9219,297,Night,Friday,Non-Holiday,TRUE,26-40,41-60,TRUE,FALSE,FALSE,5,6,FALSE,9,Suburban,Middle-income,High,Park,5
601,1/7/2025 1:53,29.4848,73.3707,Burglary,Medium,East Marybury,Cloudy,6885,1934,Evening,Thursday,Holiday,TRUE,41-60,18-25,FALSE,FALSE,TRUE,5,20,FALSE,2,Suburban,Low-income,High,Park,20
602,1/6/2025 11:47,24.9224,77.3973,Theft,Low,West Ryanberg,Cloudy,21644,933,Afternoon,Sunday,Non-Holiday,TRUE,18-25,41-60,TRUE,TRUE,TRUE,5,18,TRUE,3,Urban,High-income,Low,Mall,2
603,1/4/2025 15:56,26.1435,75.9598,Robbery,Medium,Connorstad,Clear,8085,926,Night,Sunday,Non-Holiday,FALSE,60+,26-40,FALSE,TRUE,TRUE,3,16,TRUE,6,Suburban,Middle-income,Low,Mall,17
604,1/3/2025 9:53,23.4157,73.8131,Fraud,High,Matthewview,Clear,16131,1025,Morning,Friday,Non-Holiday,TRUE,18-25,18-25,FALSE,TRUE,TRUE,1,21,TRUE,0,Suburban,Middle-income,Medium,School,52
605,1/4/2025 6:35,28.9566,76.5069,Robbery,Low,Georgeton,Clear,21325,472,Afternoon,Wednesday,Holiday,TRUE,41-60,26-40,FALSE,TRUE,TRUE,4,5,TRUE,8,Urban,Middle-income,Medium,School,23
606,1/2/2025 23:25,26.5134,76.7209,Assault,Low,Mooreside,Rainy,11329,1335,Afternoon,Friday,Non-Holiday,FALSE,60+,60+,TRUE,TRUE,FALSE,2,16,TRUE,3,Suburban,Low-income,Medium,School,23
607,1/18/2025 4:14,19.6449,79.8588,Vandalism,High,Markfurt,Cloudy,24370,302,Morning,Saturday,Non-Holiday,FALSE,26-40,41-60,FALSE,TRUE,FALSE,2,14,FALSE,6,Suburban,Middle-income,Low,Park,2
608,1/4/2025 4:54,24.4036,74.5721,Vandalism,High,Alanstad,Rainy,15023,1119,Evening,Sunday,Holiday,TRUE,26-40,18-25,FALSE,TRUE,FALSE,1,22,TRUE,0,Suburban,Middle-income,Low,Train Station,35
609,1/3/2025 7:33,19.5768,78.6032,Vandalism,High,Shaunville,Cloudy,22169,1839,Afternoon,Friday,Non-Holiday,TRUE,26-40,18-25,FALSE,TRUE,TRUE,3,7,TRUE,7,Urban,High-income,High,Hospital,1
610,1/12/2025 3:03,19.4976,75.0519,Fraud,Low,East Barbara,Rainy,5155,1952,Afternoon,Saturday,Non-Holiday,TRUE,60+,26-40,FALSE,FALSE,TRUE,2,9,TRUE,9,Rural,Middle-income,Medium,Hospital,46
611,1/2/2025 17:03,28.5012,77.0095,Assault,High,Lake Garybury,Cloudy,13933,938,Morning,Thursday,Non-Holiday,FALSE,41-60,26-40,FALSE,FALSE,TRUE,4,6,FALSE,2,Rural,High-income,Low,School,41
612,1/15/2025 17:27,20.2582,73.2714,Vandalism,Low,Port Jennifer,Clear,22594,770,Afternoon,Saturday,Non-Holiday,FALSE,41-60,41-60,FALSE,FALSE,TRUE,1,17,TRUE,1,Rural,Middle-income,Low,Mall,34
613,1/6/2025 5:47,29.9511,75.7517,Robbery,Low,Josephberg,Clear,6246,1806,Night,Tuesday,Holiday,TRUE,26-40,60+,FALSE,FALSE,TRUE,4,24,TRUE,10,Rural,Low-income,Low,Train Station,3
614,1/13/2025 20:50,25.2568,79.5887,Theft,Medium,Thompsonview,Clear,16472,1046,Afternoon,Saturday,Holiday,FALSE,60+,26-40,FALSE,TRUE,TRUE,2,25,TRUE,5,Rural,High-income,Medium,School,56
615,1/13/2025 19:46,23.8458,78.7474,Burglary,High,New Tiffany,Rainy,23246,429,Afternoon,Friday,Non-Holiday,TRUE,18-25,18-25,FALSE,TRUE,TRUE,3,16,TRUE,2,Urban,High-income,Low,School,25
616,1/18/2025 1:06,19.0376,72.4673,Vandalism,High,Lake Angela,Clear,12357,1660,Morning,Friday,Holiday,TRUE,60+,60+,FALSE,FALSE,FALSE,2,26,FALSE,9,Suburban,Middle-income,High,Park,31
